,Primary_Key,DC_Real_Property_ID,Property_Name,Reporting_Year,Report_Status,Address_of_Record,Owner_of_Record,Ward,City,State,Postal_Code,Year_Built,Primary_Property_Type_Self_Selected,Primary_Property_Type_EPA_Calculated,Tax_Record_Floor_Area,Recorded_Building_Gross_Floor_Area,Energy_Star_Score,Site_EUI_KBTU_Ft,Weather_Normalized_Site_EUI_KBTU_Ft,Source_EUI_KBTU_Ft,Weather_Normalized_Source_EUI_KBTU_Ft,Total_GHG_Emissions_Metric_Tons_CO2e,Total_GHG_Emissions_Intensity_Kg_CO2e_Ft,Water_Use_All_Water_Sources_Kgal,Electricity_Use_Grid_Kwh,Natural_Gas_Use_Therms,Latitude,Longitude,Unnamed: 28
1845,PM4697233,0070_0188,Ellington Building,2015,In Compliance,2121 WARD PL NW,ELLINGTON BUILDING LLC,2,Washington,DC,20037,1985,Office,Office,55474,55474.0,100,3.4,3.4,10.6,10.6,25.0,0.4,1170.0,54629.2,,38.90640816,-77.04757005,
1846,PM3644356,2132_0030,The Delano,2015,In Compliance,2745 29TH ST NW,DELANO LLC,3,Washington,DC,20008,1942,Multifamily Housing,Multifamily Housing,151582,98663.0,100,5.9,5.7,18.5,17.9,77.9,0.8,3157.3,170627.1,,38.92495375,-77.05713642,
1847,PM3999186,3379_0820,6031 Kansas Ave NW - Kansas Ave DG,2015,In Compliance,6031 KANSAS AVE NW,KANSAS AVENUE DEVELOPMENT GROUP LLC,4,Washington,DC,20011,1900,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,71562,71562.0,96,14.6,15.2,18.9,19.5,65.3,0.9,191.2,35855.9,9215.53197,38.963088,-77.00921154,
1848,PM4178732,0594_0069,Greenleaf Extension,2015,Data Under Review by DOEE,1124 3RD ST SW,DISTRICT OF COLUMBIA HOUSING AUTHORITY ,6,WASHINGTON,DC,20024,1965,Multifamily Housing,Multifamily Housing,,35992.0,100,12.4,12.5,20.2,20.0,30.8,0.9,780.2,35928.0,3247.000151,38.87675727,-77.01494602,
1849,PM3504818,PAR01730109,"Jemal's Premium, LLC",2015,In Compliance,3300 NEW YORK AV NE,JAMALS PREMIUM LLC,5,Washington,DC,20002,1959,Office,Office,75604,97158.0,100,7.9,7.9,24.8,24.8,102.9,1.1,41.9,225240.0,,38.91737257,-76.95976641,
1850,PM5047441,0914_0054,Capital East Apartment (518),2015,In Compliance,518 9TH ST NE,CAPITAL EAST PARTNERS LLC,6,Washington,DC,20002,1927,Multifamily Housing,Multifamily Housing,54781,54781.0,100,10.7,10.3,28.3,27.0,58.7,1.1,2574.8,130873.0,1403.900039,38.89671308,-76.99399083,
1851,PM3513025,2574_0831,Meridian Hill Hall,2015,In Compliance,2601 16TH ST NW,HOWARD UNIVERSITY,1,Washington,DC,20009,1942,Residence Hall-Dormitory,Residence Hall-Dormitory,183744,182516.0,100,10.1,10.1,31.3,31.3,243.6,1.3,3244.3,529499.9,326.200002,38.92362583,-77.03588045,
1852,PM2929580,0619_0176,Tyler House Associates 95 LP,2015,In Compliance,1200 NORTH CAPITOL ST NW,TYLER HOUSE ASSOCIATES 95 L.P.,6,Washington,DC,20002,1969,Multifamily Housing,Multifamily Housing,325984,325984.0,100,10.1,10.1,31.8,31.8,442.5,1.4,14532.7,968875.7,,38.90640315,-77.00943607,
1853,PM3663542,3377E_0807,0662-Washington DC - Blair RD. N.w.,2015,In Compliance,6011 BLAIR RD NW,BLAIR STORAGE LLC,4,Washington,DC,20011,1990,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,51000,99564.0,73,13.9,14.1,35.4,35.6,153.4,1.5,37.0,289807.0,3952.9999700000003,38.96321585,-77.01095087,
1854,PM5047406,0914_0055,Capital East Apartment,2015,In Compliance,816 E ST NE,CAPITAL EAST PARTNERS LLC,6,Washington,DC,20002,1927,Multifamily Housing,Multifamily Housing,55178,55178.0,100,13.7,13.0,36.9,34.9,74.5,1.4,2423.7,174918.0,1565.1999859999999,38.8964305,-76.99412723,
1855,PM3663625,0205_0058,"0776-Washington - U Street, NW",2015,In Compliance,1420 U ST NW,STORAGE PORTFOLIO LLC,2,Washington,DC,20009,1910,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,189805,101989.0,41,11.9,11.9,37.5,37.5,163.1,1.6,221.0,357172.0,,38.91662939,-77.0329301,
1856,PM3987174,0453_0052,Wah Luck House,2015,In Compliance,800 6TH ST NW,WASHINGTON CHINATOWN DEVELOPMENT COMPANY,2,Washington,DC,20001,1982,Multifamily Housing,Multifamily Housing,149161,89000.0,100,20.0,20.0,40.5,40.5,161.6,1.8,7821.8,243680.0,9464.000320000001,38.90023619,-77.02019168,
