,Primary_Key,DC_Real_Property_ID,Property_Name,Reporting_Year,Report_Status,Address_of_Record,Owner_of_Record,Ward,City,State,Postal_Code,Year_Built,Primary_Property_Type_Self_Selected,Primary_Property_Type_EPA_Calculated,Tax_Record_Floor_Area,Recorded_Building_Gross_Floor_Area,Energy_Star_Score,Site_EUI_KBTU_Ft,Weather_Normalized_Site_EUI_KBTU_Ft,Source_EUI_KBTU_Ft,Weather_Normalized_Source_EUI_KBTU_Ft,Total_GHG_Emissions_Metric_Tons_CO2e,Total_GHG_Emissions_Intensity_Kg_CO2e_Ft,Water_Use_All_Water_Sources_Kgal,Electricity_Use_Grid_Kwh,Natural_Gas_Use_Therms,Latitude,Longitude,Unnamed: 28
3382,PM1034459,0216_0034,1090 Vermont Avenue NW,2013,In Compliance,1090 VERMONT AV NW,1090 VERMONT AVENUE NW ASSOCIATES,2,WASHINGTON,DC,20005,1980,Office,Office,229257,163045.0,100,0.0,0.0,0.0,0.0,0.0,0.0,3220.7,0.0,,38.90342794,-77.03367752,
3383,PM2008147,3700_0045,Marlon Francisco Morales Building,2013,Data Under Review by DOEE,5315 1ST PL NE,WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY (WMATA),5,WASHINGTON,DC,20011,2007,Office,Office,,18816.0,100,6.2,6.2,6.8,6.8,6.9,0.4,61.3,897.5966082999998,927.0,38.954172899999996,-77.00421639,
3384,PM3982608,3516_0819,B B 50 Florida,2013,In Compliance,0044 PORTER ST NE,B&B 50 FLORIDA AVE LLC,5,WASHINGTON,DC,20002,1923,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,60673,61698.0,100,4.1,4.1,10.1,10.1,26.0,0.4,92.0,49917.05137,,38.91040946,-77.00719523,
3385,PM4378445,3768_0003,Aventine Fort Totten Building 3,2013,In Compliance,350 GALLOWAY ST,W M A T A,5,WASHINGTON,DC,20011,2008,Multifamily Housing,Multifamily Housing,50877,54533.0,100,7.5,7.5,23.5,23.6,54.6,1.0,2875.9,119627.7,,38.95286508,-77.00019807,
3386,PM4378432,3767_0006,Aventine Fort Totten Building 2,2013,In Compliance,300 HAMILTON ST,W M A T A,5,WASHINGTON,DC,20011,2007,Multifamily Housing,Multifamily Housing,127400,100916.0,100,8.0,8.0,25.0,25.0,107.7,1.1,4165.7,235844.2,,38.95369855,-77.00113096,
3387,PM4358332,2910_7002,Georgia Avenue,2013,In Compliance,4100 GEORGIA AV,4100 GEORGIA AVE LIMITED PARTNERSHIP,,WASHINGTON,DC,,2009,Multifamily Housing,Multifamily Housing,75240,75240.0,100,9.1,9.1,28.5,28.5,91.3,1.2,3759.0,199946.2,,38.94101385,-77.02609268,
3388,PM4376458,0424_0027,McCollough Terrace Apartments,2013,In Compliance,1210 - 1220 7TH ST NW,UNITED HOUSE PRYR ALL PEOPLE CH RCK APOS,6,WASHINGTON,DC,20001,1991,Multifamily Housing,Multifamily Housing,85571,85571.0,100,12.1,12.1,32.3,32.4,119.9,1.4,6155.7,235482.0,2330.046022,38.90645407,-77.02223173,
3389,PM3663625,0205_0058,"0776-Washington - U Street, NW",2013,In Compliance,1420 U ST NW,STORAGE PORTFOLIO LLC,2,WASHINGTON,DC,20009,1910,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,189805,101989.0,39,12.3,12.3,38.6,38.6,158.7,1.6,279.0,367173.9589,,38.91660059,-77.03292305,
3390,PM3518921,0700_0044,26830-Washington DC/S. Capitol St SE,2013,In Compliance,1230 SOUTH CAPITOL ST SE,PUBLIC STORAGE INSTITUTE FUND,6,WASHINGTON,DC,20003,1991,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,108000,89999.0,47,14.7,14.7,40.9,40.9,151.0,1.7,45.7,321950.9573,2248.0,38.87550609,-77.00857013,
3391,PM3504833,1769_0031,"Jemal's Tower, LLC",2013,In Compliance,4001 BRANDYWINE ST NW,JEMAL'S TOWER LLC,3,WASHINGTON,DC,20016,1952,Office,Office,164868,110485.0,100,13.4,13.4,41.9,41.9,186.9,1.7,3025.5,432558.2123,,38.950000200000005,-77.07930174,
3392,PM1419693,0106_0048,1800 K Street,2013,In Compliance,1800 K ST NW,"RAR2-1800 K ST NW -DC,INC",2,WASHINGTON,DC,20006,1971,Office,Office,242109,911059.0,100,13.5,13.5,42.4,42.4,1557.0,1.7,5424.5,3603366.15,,38.90208719,-77.04206404,
3393,PM2008136,3840_0023,Stone Straw Building,2013,In Compliance,900 FRANKLIN ST NE,WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY (WMATA),5,WASHINGTON,DC,20017,1955,Office,Office,68656,74239.0,100,40.6,41.5,42.8,43.8,160.8,2.2,359.8,2514.009073,29905.603,38.9258326,-76.99325008,
3394,PM4352120,5572_0822,Linwood Apartments,2013,In Compliance,1815 - 1831 P ST SE,"DGV ASSOCIATES, L.L.C.",8,WASHINGTON,DC,20020,1941,Multifamily Housing,Multifamily Housing,54724,54724.0,100,15.0,15.0,47.2,47.2,110.2,2.0,1803.6,241261.0,,38.8716157,-76.97825144,
3395,PM3964239,0165_0813,1634 Eye Street,2013,In Compliance,1634 I ST,1634 EYE LLC,2,WASHINGTON,DC,20006,1961,Office,Office,76697,69230.0,100,37.4,38.2,50.2,51.1,164.2,2.4,3194.5,106511.7397,22262.209,38.90108203,-77.03889623,
3396,PM4376167,0371_0824,Henley Park Hotel,2013,In Compliance,0926 MASSACHUSETTS AV,TUDOR LP,2,WASHINGTON,DC,20001,1918,Hotel,Hotel,59425,59425.0,100,39.9,39.9,50.4,50.4,145.4,2.4,3448.5,70983.7,21266.52034,38.90312382,-77.02575133,
3397,PM4354671,3766_0803,Aventine Fort Totten Building 1,2013,In Compliance,5210 3RD ST,W M A T A,5,WASHINGTON,DC,20011,2007,Multifamily Housing,Multifamily Housing,127400,100266.0,100,16.1,16.1,50.6,50.6,216.5,2.2,4360.1,473926.1,,38.95344538,-77.00205456,
3398,PM4380816,2234_0001,Tilden Hall,2013,In Compliance,3945 CONNECTICUT AV NW,TILDEN HALL CORP,3,WASHINGTON,DC,20008,1923,Multifamily Housing,Multifamily Housing,70550,70300.0,100,19.1,19.1,53.8,53.8,162.9,2.3,2677.5,332341.3,2091.545736,38.940524200000006,-77.06091783,
